datetime	outflow	inflow
11/10/2020	202	208
11/11/2020	149	327
11/12/2020	128	11433
11/13/2020	107	13146
11/14/2020	108	2172
11/15/2020	108	1793
11/16/2020	319	96
11/17/2020	2221	136
11/18/2020	3883	128
11/19/2020	3864	128
11/20/2020	3855	199
11/21/2020	3838	373
11/22/2020	3817	160
11/23/2020	2580	462
11/24/2020	1368	100
11/25/2020	1169	97
11/26/2020	1050	729
11/27/2020	858	478
11/28/2020	634	316
11/29/2020	633	316
11/30/2020	635	5970
12/1/2020	1528	3576
12/2/2020	2591	1128
12/3/2020	2571	646
12/4/2020	2081	549
12/5/2020	1540	3188
12/6/2020	1542	1931
12/7/2020	1548	1937
12/8/2020	1548	877
12/9/2020	1546	743
12/10/2020	1544	608
12/11/2020	1329	680
12/12/2020	1078	511
12/13/2020	1077	634
12/14/2020	522	5791
12/15/2020	138	6631
12/16/2020	1409	6494
12/17/2020	3055	6972
12/18/2020	3591	2150
12/19/2020	3615	1102
12/20/2020	3605	2521
12/21/2020	3307	2667
12/22/2020	3567	1215
12/23/2020	2922	1177
12/24/2020	1983	7310
12/25/2020	2021	18273
12/26/2020	2038	3254
12/27/2020	2038	1786
12/28/2020	3284	622
12/29/2020	4320	421
12/30/2020	4341	830
12/31/2020	2936	1695
1/1/2021	2038	1587
1/2/2021	2041	3680
1/3/2021	2060	15075
1/4/2021	2081	5369
1/5/2021	2890	1819
1/6/2021	3589	1238
1/7/2021	2002	1284
1/8/2021	1326	1462
1/9/2021	1582	1098
1/10/2021	1968	1095
1/11/2021	3078	568
1/12/2021	3802	714
1/13/2021	3787	586
1/14/2021	3770	405
1/15/2021	3569	836
1/16/2021	3446	590
1/17/2021	3432	454
1/18/2021	3417	439
1/19/2021	3401	329
1/20/2021	2916	533
1/21/2021	2248	411
1/22/2021	1321	503
1/23/2021	781	464
1/24/2021	780	277
1/25/2021	780	783
1/26/2021	781	2278
1/27/2021	1381	1814
1/28/2021	2010	3694
1/29/2021	1496	2415
1/30/2021	924	1513
1/31/2021	926	6403
2/1/2021	1424	6866
2/2/2021	2091	2721
2/3/2021	2772	1093
2/4/2021	3641	870
2/5/2021	2287	1103
2/6/2021	946	1004
2/7/2021	949	4319
2/8/2021	1894	2727
2/9/2021	3207	1600
2/10/2021	3631	862
2/11/2021	2352	2474
2/12/2021	1011	6314
2/13/2021	1019	9221
2/14/2021	1031	9323
2/15/2021	1038	6615
2/16/2021	651	12592
2/17/2021	148	3235
2/18/2021	148	5252
2/19/2021	149	7757
2/20/2021	150	3294
2/21/2021	150	1661
2/22/2021	566	2525
2/23/2021	1694	2207
2/24/2021	2715	1425
2/25/2021	3610	855
2/26/2021	4163	1505
2/27/2021	4574	3828
2/28/2021	4811	2235
3/1/2021	4796	1190
3/2/2021	5040	1469
3/3/2021	5319	1012
3/4/2021	5295	945
3/5/2021	5433	316
3/6/2021	5401	507
3/7/2021	5369	400
3/8/2021	5336	715
3/9/2021	5303	346
3/10/2021	5268	625
3/11/2021	4619	757
3/12/2021	3465	448
3/13/2021	2951	497
3/14/2021	2939	287
3/15/2021	2611	312
3/16/2021	1860	1112
3/17/2021	1253	755
3/18/2021	775	699
3/19/2021	809	2681
3/20/2021	1030	1667
3/21/2021	1030	1032
3/22/2021	1398	829
3/23/2021	1527	714
3/24/2021	1423	798
3/25/2021	899	842
3/26/2021	716	2157
3/27/2021	718	2673
3/28/2021	720	2496
3/29/2021	998	1851
3/30/2021	1509	1170
3/31/2021	1689	1742
4/1/2021	2000	3176
4/2/2021	2306	1040
4/3/2021	2301	694
4/4/2021	2295	801
4/5/2021	1874	615
4/6/2021	1210	767
4/7/2021	749	561
4/8/2021	534	235
4/9/2021	468	900
4/10/2021	432	2164
4/11/2021	433	2874
4/12/2021	1202	1134
4/13/2021	1303	728
4/14/2021	1028	1027
4/15/2021	1026	570
4/16/2021	1026	150
4/17/2021	1024	399
4/18/2021	946	446
4/19/2021	684	371
4/20/2021	490	182
4/21/2021	328	904
4/22/2021	255	175
4/23/2021	185	187
4/24/2021	153	406
4/25/2021	153	585
4/26/2021	153	283
4/27/2021	153	282
4/28/2021	153	292
4/29/2021	153	288
4/30/2021	153	290
5/1/2021	153	276
5/2/2021	153	97
5/3/2021	148	347
5/4/2021	148	782
5/5/2021	149	660
5/6/2021	194	361
5/7/2021	221	294
5/8/2021	221	277
5/9/2021	221	270
5/10/2021	219	845
5/11/2021	218	93
5/12/2021	218	218
5/13/2021	173	48
5/14/2021	140	86
5/15/2021	140	78
5/16/2021	140	149
5/17/2021	139	77
5/18/2021	137	84
5/19/2021	136	20
5/20/2021	140	31
5/21/2021	111	6
5/22/2021	101	115
5/23/2021	101	56
5/24/2021	101	363
5/25/2021	104	130
5/26/2021	104	49
5/27/2021	104	53
5/28/2021	104	379
5/29/2021	104	730
5/30/2021	104	146
5/31/2021	104	15
6/1/2021	104	15
6/2/2021	109	560
6/3/2021	109	2296
6/4/2021	110	1106
6/5/2021	110	430
6/6/2021	110	177
6/7/2021	112	363
6/8/2021	209	41
6/9/2021	278	278
6/10/2021	278	1674
6/11/2021	451	1483
6/12/2021	624	622
6/13/2021	624	290
6/14/2021	623	121
6/15/2021	498	74
6/16/2021	289	112
6/17/2021	285	149
6/18/2021	284	71
6/19/2021	284	111
6/20/2021	288	408
6/21/2021	226	163
6/22/2021	123	829
6/23/2021	123	249
6/24/2021	123	2
6/25/2021	123	122
6/26/2021	123	185
6/27/2021	123	137
6/28/2021	123	62
6/29/2021	123	0
6/30/2021	123	7
7/1/2021	123	50
7/2/2021	123	698
7/3/2021	123	185
7/4/2021	123	59
7/5/2021	123	127
7/6/2021	123	65
7/7/2021	123	54
7/8/2021	123	3780
7/9/2021	123	3564
7/10/2021	434	828
7/11/2021	930	331
7/12/2021	1470	209
7/13/2021	1741	214
7/14/2021	1378	105
7/15/2021	773	226
7/16/2021	311	511
7/17/2021	103	209
7/18/2021	103	242
7/19/2021	103	1428
7/20/2021	707	897
7/21/2021	1120	497
7/22/2021	507	9
7/23/2021	203	16
7/24/2021	150	24
7/25/2021	150	30
7/26/2021	123	74
7/27/2021	103	239
7/28/2021	103	41
7/29/2021	103	70
7/30/2021	106	65
7/31/2021	106	196
8/1/2021	106	179
8/2/2021	106	187
8/3/2021	106	64
8/4/2021	105	145
8/5/2021	106	9
8/6/2021	106	181
8/7/2021	106	981
8/8/2021	106	170
8/9/2021	106	14
8/10/2021	107	309
8/11/2021	107	119
8/12/2021	107	53
8/13/2021	107	65
8/14/2021	107	621
8/15/2021	107	372
8/16/2021	106	39
8/17/2021	108	62
8/18/2021	109	111
8/19/2021	109	7
8/20/2021	109	433
8/21/2021	109	51
8/22/2021	109	50
8/23/2021	108	121
8/24/2021	108	136
8/25/2021	109	61
8/26/2021	108	2
8/27/2021	108	3
8/28/2021	105	58
8/29/2021	104	186
8/30/2021	104	6
8/31/2021	105	372
9/1/2021	105	497
9/2/2021	106	367
9/3/2021	106	115
9/4/2021	106	42
9/5/2021	105	113
9/6/2021	105	59
9/7/2021	105	117
9/8/2021	105	47
9/9/2021	106	1063
9/10/2021	107	56
9/11/2021	107	179
9/12/2021	106	63
9/13/2021	104	2
9/14/2021	104	108
9/15/2021	104	68
9/16/2021	104	124
9/17/2021	104	168
9/18/2021	104	0
9/19/2021	105	53
9/20/2021	105	169
9/21/2021	105	64
9/22/2021	105	530
9/23/2021	106	701
9/24/2021	106	6
9/25/2021	106	6
9/26/2021	106	122
9/27/2021	106	55
9/28/2021	106	44
9/29/2021	106	114
9/30/2021	106	125
10/1/2021	105	2
10/2/2021	104	10
10/3/2021	104	110
10/4/2021	104	293
10/5/2021	104	114
10/6/2021	104	61
10/7/2021	104	119
10/8/2021	104	117
10/9/2021	104	1872
10/10/2021	104	161
10/11/2021	104	238
10/12/2021	104	174
10/13/2021	104	57
10/14/2021	104	6
10/15/2021	104	111
10/16/2021	104	290
10/17/2021	104	125
10/18/2021	104	120
10/19/2021	104	65
10/20/2021	104	123
10/21/2021	104	46
10/22/2021	104	125
10/23/2021	104	52
10/24/2021	104	147
10/25/2021	104	1353
10/26/2021	104	349
10/27/2021	104	170
10/28/2021	102	122
10/29/2021	102	632
10/30/2021	103	165
10/31/2021	101	110
11/1/2021	98	15
11/2/2021	98	74
11/3/2021	98	13
11/4/2021	98	64
11/5/2021	98	1
11/6/2021	98	147
11/7/2021	98	160
11/8/2021	99	3
11/9/2021	99	3
11/10/2021	99	2
11/11/2021	99	52
11/12/2021	99	55
11/13/2021	98	53
11/14/2021	98	53
11/15/2021	98	6
11/16/2021	98	4
11/17/2021	98	54
11/18/2021	97	276
11/19/2021	98	324
11/20/2021	98	15
11/21/2021	96	8
11/22/2021	96	218
11/23/2021	96	161
11/24/2021	96	67
11/25/2021	96	98
11/26/2021	95	33
11/27/2021	95	62
11/28/2021	95	102
11/29/2021	95	171
11/30/2021	95	95
12/1/2021	95	6
12/2/2021	95	48
12/3/2021	95	3
12/4/2021	95	145
12/5/2021	96	116
12/6/2021	96	597
12/7/2021	96	503
12/8/2021	73	35
12/9/2021	66	20
12/10/2021	66	129
12/11/2021	66	298
12/12/2021	66	42
12/13/2021	66	23
12/14/2021	67	11
12/15/2021	66	79
12/16/2021	66	134
12/17/2021	66	25
12/18/2021	67	184
12/19/2021	67	507
12/20/2021	67	129
12/21/2021	68	457
12/22/2021	68	130
12/23/2021	68	143
12/24/2021	68	76
12/25/2021	68	175
12/26/2021	68	44
12/27/2021	68	76
12/28/2021	68	95
12/29/2021	68	236
12/30/2021	68	131
12/31/2021	68	11
1/1/2022	68	16
1/2/2022	68	496
1/3/2022	70	10346
1/4/2022	70	2459
1/5/2022	69	821
1/6/2022	69	321
1/7/2022	70	71
1/8/2022	70	120
1/9/2022	70	321
1/10/2022	70	946
1/11/2022	71	259
1/12/2022	70	258
1/13/2022	70	384
1/14/2022	70	196
1/15/2022	70	16
1/16/2022	70	2005
1/17/2022	70	2082
1/18/2022	642	715
1/19/2022	1546	418
1/20/2022	1143	821
1/21/2022	670	904
1/22/2022	682	177
1/23/2022	681	503
1/24/2022	675	300
1/25/2022	510	512
1/26/2022	333	36
1/27/2022	332	275
1/28/2022	203	198
1/29/2022	110	612
1/30/2022	110	391
1/31/2022	110	113
2/1/2022	111	176
2/2/2022	111	238
2/3/2022	111	21
2/4/2022	111	732
2/5/2022	112	44
2/6/2022	112	45
2/7/2022	112	986
2/8/2022	112	482
2/9/2022	128	620
2/10/2022	395	395
2/11/2022	585	200
2/12/2022	585	450
2/13/2022	585	333
2/14/2022	584	136
2/15/2022	323	4
2/16/2022	126	184
2/17/2022	126	121
2/18/2022	126	936
2/19/2022	126	71
2/20/2022	126	190
2/21/2022	126	126
2/22/2022	123	177
2/23/2022	123	365
2/24/2022	125	1003
2/25/2022	621	1865
2/26/2022	1150	762
2/27/2022	1149	712
2/28/2022	815	316
3/1/2022	612	739
3/2/2022	440	373
3/3/2022	180	74
3/4/2022	125	449
3/5/2022	125	116
3/6/2022	125	189
3/7/2022	125	258
3/8/2022	127	138
3/9/2022	315	3583
3/10/2022	978	3361
3/11/2022	1414	1153
3/12/2022	1556	5467
3/13/2022	1563	3138
3/14/2022	2030	1062
3/15/2022	2484	734
3/16/2022	2502	912
3/17/2022	1651	7118
3/18/2022	2199	4128
3/19/2022	3107	1654
3/20/2022	3099	750
3/21/2022	3123	313
3/22/2022	2539	485
3/23/2022	1508	580
3/24/2022	1121	855
3/25/2022	1120	1054
3/26/2022	1119	118
3/27/2022	1117	12
3/28/2022	853	287
3/29/2022	483	50
3/30/2022	286	213
3/31/2022	137	1882
4/1/2022	383	1257
4/2/2022	695	259
4/3/2022	695	496
4/4/2022	668	107
4/5/2022	450	321
4/6/2022	344	596
4/7/2022	207	585
4/8/2022	134	574
4/9/2022	136	452
4/10/2022	136	317
4/11/2022	136	49
4/12/2022	137	387
4/13/2022	138	11
4/14/2022	138	213
4/15/2022	140	51
4/16/2022	142	264
4/17/2022	142	104
4/18/2022	142	2143
4/19/2022	625	2453
4/20/2022	1040	641
4/21/2022	1039	436
4/22/2022	753	423
4/23/2022	569	202
4/24/2022	569	270
4/25/2022	569	136
4/26/2022	351	417
4/27/2022	211	98
4/28/2022	209	22
4/29/2022	141	97
4/30/2022	119	246
5/1/2022	119	246
5/2/2022	120	245
5/3/2022	120	10
5/4/2022	120	193
5/5/2022	120	127
5/6/2022	120	196
5/7/2022	120	381
5/8/2022	120	329
5/9/2022	120	66
5/10/2022	120	66
5/11/2022	120	64
5/12/2022	120	12
5/13/2022	120	12
5/14/2022	120	263
5/15/2022	120	121
5/16/2022	120	818
5/17/2022	103	78
5/18/2022	92	94
5/19/2022	109	61
5/20/2022	108	3
5/21/2022	103	126
5/22/2022	103	43
5/23/2022	103	1115
5/24/2022	104	5149
5/25/2022	947	1086
5/26/2022	1579	517
5/27/2022	1068	5239
5/28/2022	1649	3846
5/29/2022	2301	960
5/30/2022	2294	371
5/31/2022	2274	37
6/1/2022	1800	59
6/2/2022	890	345
6/3/2022	300	56
6/4/2022	151	73
6/5/2022	151	89
6/6/2022	151	24
6/7/2022	150	78
6/8/2022	137	160
6/9/2022	114	126
6/10/2022	114	118
6/11/2022	114	287
6/12/2022	114	182
6/13/2022	114	132
6/14/2022	114	114
6/15/2022	114	7
6/16/2022	108	4
6/17/2022	107	250
6/18/2022	107	253
6/19/2022	107	139
6/20/2022	107	139
6/21/2022	107	59
6/22/2022	107	122
6/23/2022	107	186
6/24/2022	108	115
6/25/2022	108	100
6/26/2022	108	217
6/27/2022	109	246
6/28/2022	109	44
6/29/2022	109	183
6/30/2022	109	166
7/1/2022	109	6
7/2/2022	109	17
7/3/2022	108	118
7/4/2022	125	202
7/5/2022	137	83
7/6/2022	138	455
7/7/2022	134	15
7/8/2022	109	297
7/9/2022	99	1690
7/10/2022	99	1904
7/11/2022	99	237
7/12/2022	99	40
7/13/2022	99	297
7/14/2022	99	109
7/15/2022	100	370
7/16/2022	101	425
7/17/2022	101	212
7/18/2022	101	179
7/19/2022	101	76
7/20/2022	101	3
7/21/2022	101	875
7/22/2022	101	117
7/23/2022	102	69
7/24/2022	102	7
7/25/2022	102	124
7/26/2022	102	123
7/27/2022	101	174
7/28/2022	101	111
7/29/2022	101	3
7/30/2022	101	183
7/31/2022	101	730
8/1/2022	101	183
8/2/2022	101	237
8/3/2022	101	4
8/4/2022	101	57
8/5/2022	101	121
8/6/2022	101	369
8/7/2022	115	142
8/8/2022	156	60
8/9/2022	166	20
8/10/2022	152	4
8/11/2022	152	58
8/12/2022	120	23
8/13/2022	98	61
8/14/2022	98	125
8/15/2022	97	1
8/16/2022	97	7
8/17/2022	97	114
8/18/2022	97	60
8/19/2022	97	57
8/20/2022	97	55
8/21/2022	97	115
8/22/2022	97	113
8/23/2022	97	65
8/24/2022	97	47
8/25/2022	97	11
8/26/2022	97	7
8/27/2022	97	422
8/28/2022	97	188
8/29/2022	97	9
8/30/2022	97	344
8/31/2022	97	237
9/1/2022	125	144
9/2/2022	164	106
9/3/2022	177	36
9/4/2022	177	136
9/5/2022	177	27
9/6/2022	177	644
9/7/2022	169	472
9/8/2022	121	547
9/9/2022	115	215
9/10/2022	140	332
9/11/2022	140	321
9/12/2022	119	433
9/13/2022	104	178
9/14/2022	104	60
9/15/2022	131	76
9/16/2022	158	43
9/17/2022	144	54
9/18/2022	144	58
9/19/2022	144	53
9/20/2022	124	70
9/21/2022	103	26
9/22/2022	111	242
9/23/2022	123	391
9/24/2022	123	173
9/25/2022	123	9
9/26/2022	123	193
9/27/2022	123	49
9/28/2022	123	227
9/29/2022	117	233
9/30/2022	107	1925
10/1/2022	108	2094
10/2/2022	108	652
10/3/2022	106	60
10/4/2022	106	4
10/5/2022	104	51
10/6/2022	104	22
10/7/2022	103	23
10/8/2022	103	38
10/9/2022	104	26
10/10/2022	104	11
10/11/2022	104	38
10/12/2022	104	144
10/13/2022	105	123
10/14/2022	105	35
10/15/2022	105	19
10/16/2022	105	74
10/17/2022	105	60
10/18/2022	105	297
10/19/2022	105	37
10/20/2022	105	142
10/21/2022	102	63
10/22/2022	102	61
10/23/2022	103	6
10/24/2022	102	47
10/25/2022	101	91
10/26/2022	101	182
10/27/2022	101	91
10/28/2022	101	17
10/29/2022	101	95
10/30/2022	101	20
10/31/2022	100	121
11/1/2022	100	179
11/2/2022	100	67
11/3/2022	100	100
11/4/2022	100	53
11/5/2022	100	36
11/6/2022	100	115
11/7/2022	100	77
11/8/2022	100	15
11/9/2022	100	62
11/10/2022	100	115
11/11/2022	101	518
11/12/2022	101	174
11/13/2022	102	20
11/14/2022	102	72
11/15/2022	102	80
11/16/2022	102	410
11/17/2022	102	117
11/18/2022	103	74
11/19/2022	102	118
11/20/2022	101	19
11/21/2022	101	22
11/22/2022	90	8
11/23/2022	72	50
11/24/2022	72	7
11/25/2022	72	1332
11/26/2022	72	331
11/27/2022	72	2582
11/28/2022	73	1239
11/29/2022	73	252
11/30/2022	73	1117
12/1/2022	72	408
12/2/2022	72	353
12/3/2022	72	299
12/4/2022	73	27
12/5/2022	73	245
12/6/2022	73	245
12/7/2022	73	354
12/8/2022	68	185
12/9/2022	68	185
12/10/2022	68	131
12/11/2022	68	131
12/12/2022	68	90
12/13/2022	68	80
12/14/2022	68	243
12/15/2022	68	3401
12/16/2022	68	2887
12/17/2022	68	690
12/18/2022	68	321
12/19/2022	68	371
12/20/2022	68	136
12/21/2022	68	196
12/22/2022	68	2260
12/23/2022	68	3218
12/24/2022	68	662
12/25/2022	68	468
12/26/2022	68	277
12/27/2022	451	329
12/28/2022	742	289
12/29/2022	735	347
12/30/2022	619	182
12/31/2022	502	566
