datetime	outflow	inflow
6/5/2013	97	211
6/6/2013	97	545
6/7/2013	98	12850
6/8/2013	959	12046
6/9/2013	1758	1656
6/10/2013	1116	2353
6/11/2013	958	1758
6/12/2013	957	7
6/13/2013	1956	609
6/14/2013	2551	174
6/15/2013	2894	47
6/16/2013	3098	151
6/17/2013	3084	101
6/18/2013	2912	920
6/19/2013	2585	408
6/20/2013	2457	5
6/21/2013	1409	56
6/22/2013	389	126
6/23/2013	389	74
6/24/2013	256	75
6/25/2013	132	62
6/26/2013	97	147
6/27/2013	97	173
6/28/2013	97	517
6/29/2013	98	1310
6/30/2013	98	4857
7/1/2013	99	8015
7/2/2013	223	3350
7/3/2013	874	2718
7/4/2013	1611	2582
7/5/2013	2348	901
7/6/2013	2828	603
7/7/2013	3099	347
7/8/2013	3089	2244
7/9/2013	3091	3018
7/10/2013	3085	1760
7/11/2013	3080	2726
7/12/2013	3014	5067
7/13/2013	3087	2044
7/14/2013	3080	1212
7/15/2013	3325	597
7/16/2013	3525	150
7/17/2013	2462	479
7/18/2013	1172	360
7/19/2013	820	62
7/20/2013	211	99
7/21/2013	211	210
7/22/2013	164	152
7/23/2013	125	130
7/24/2013	125	64
7/25/2013	125	238
7/26/2013	125	60
7/27/2013	125	310
7/28/2013	125	126
7/29/2013	115	182
7/30/2013	97	92
7/31/2013	97	228
8/1/2013	97	479
8/2/2013	97	527
8/3/2013	97	1016
8/4/2013	97	347
8/5/2013	97	35
8/6/2013	97	398
8/7/2013	97	81
8/8/2013	97	37
8/9/2013	97	96
8/10/2013	97	77
8/11/2013	97	485
8/12/2013	97	343
8/13/2013	98	1284
8/14/2013	136	326
8/15/2013	251	1
8/16/2013	330	10
8/17/2013	330	57
8/18/2013	330	136
8/19/2013	330	517
8/20/2013	330	263
8/21/2013	271	822
8/22/2013	153	966
8/23/2013	257	578
8/24/2013	330	130
8/25/2013	330	46
8/26/2013	153	98
8/27/2013	132	10
8/28/2013	97	21
8/29/2013	97	28
8/30/2013	97	77
8/31/2013	97	16
9/1/2013	97	1217
9/2/2013	98	649
9/3/2013	98	348
9/4/2013	98	206
9/5/2013	98	35
9/6/2013	98	153
9/7/2013	97	91
9/8/2013	97	21
9/9/2013	97	139
9/10/2013	97	34
9/11/2013	97	266
9/12/2013	97	40
9/13/2013	97	44
9/14/2013	97	342
9/15/2013	97	158
9/16/2013	97	116
9/17/2013	97	348
9/18/2013	97	72
9/19/2013	97	93
9/20/2013	97	27
9/21/2013	97	597
9/22/2013	97	27
9/23/2013	97	154
9/24/2013	97	155
9/25/2013	97	30
9/26/2013	97	92
9/27/2013	97	155
9/28/2013	97	93
9/29/2013	97	80
9/30/2013	97	75
10/1/2013	97	21
10/2/2013	97	60
10/3/2013	97	120
10/4/2013	97	2
10/5/2013	97	70
10/6/2013	96	126
10/7/2013	97	967
10/8/2013	97	227
10/9/2013	97	211
10/10/2013	97	197
10/11/2013	97	36
10/12/2013	97	48
10/13/2013	96	40
10/14/2013	96	22
10/15/2013	96	65
10/16/2013	96	25
10/17/2013	96	51
10/18/2013	96	124
10/19/2013	96	94
10/20/2013	96	75
10/21/2013	96	75
10/22/2013	96	11
10/23/2013	96	47
10/24/2013	96	305
10/25/2013	82	84
10/26/2013	63	229
10/27/2013	63	71
10/28/2013	63	50
10/29/2013	63	13
10/30/2013	63	48
10/31/2013	63	163
11/1/2013	63	585
11/2/2013	63	303
11/3/2013	63	121
11/4/2013	63	55
11/5/2013	63	77
11/6/2013	63	51
11/7/2013	63	291
11/8/2013	62	350
11/9/2013	62	51
11/10/2013	62	9
11/11/2013	62	121
11/12/2013	62	356
11/13/2013	62	392
11/14/2013	62	42
11/15/2013	62	114
11/16/2013	62	16
11/17/2013	62	50
11/18/2013	62	614
11/19/2013	62	543
11/20/2013	62	29
11/21/2013	62	60
11/22/2013	62	17
11/23/2013	62	286
11/24/2013	62	366
11/25/2013	62	39
11/26/2013	62	1039
11/27/2013	62	614
11/28/2013	62	177
11/29/2013	62	160
11/30/2013	62	64
12/1/2013	62	116
12/2/2013	62	38
12/3/2013	62	163
12/4/2013	62	71
12/5/2013	62	71
12/6/2013	62	9
12/7/2013	62	220
12/8/2013	62	176
12/9/2013	84	143
12/10/2013	62	625
12/11/2013	62	531
12/12/2013	62	171
12/13/2013	62	184
12/14/2013	62	1162
12/15/2013	63	770
12/16/2013	63	824
12/17/2013	63	829
12/18/2013	63	237
12/19/2013	63	241
12/20/2013	63	241
12/21/2013	63	2
12/22/2013	63	637
12/23/2013	63	4012
12/24/2013	63	2797
12/25/2013	64	1048
12/26/2013	64	496
12/27/2013	64	437
12/28/2013	64	323
12/29/2013	64	7660
12/30/2013	788	6015
12/31/2013	1747	1316
1/1/2014	2017	832
1/2/2014	2308	846
1/3/2014	2840	334
1/4/2014	3113	494
1/5/2014	3101	110
1/6/2014	2412	1605
1/7/2014	1602	1070
1/8/2014	1360	653
1/9/2014	577	388
1/10/2014	211	835
1/11/2014	212	4352
1/12/2014	214	8581
1/13/2014	851	1870
1/14/2014	1726	1785
1/15/2014	2273	1632
1/16/2014	2269	735
1/17/2014	2495	964
1/18/2014	2489	341
1/19/2014	2481	406
1/20/2014	2473	388
1/21/2014	2206	688
1/22/2014	1725	41
1/23/2014	663	653
1/24/2014	153	406
1/25/2014	153	401
1/26/2014	153	82
1/27/2014	132	318
1/28/2014	98	408
1/29/2014	98	142
1/30/2014	98	90
1/31/2014	98	229
2/1/2014	98	279
2/2/2014	98	167
2/3/2014	98	215
2/4/2014	98	472
2/5/2014	185	1416
2/6/2014	331	6
2/7/2014	215	802
2/8/2014	98	352
2/9/2014	98	286
2/10/2014	268	458
2/11/2014	506	89
2/12/2014	506	834
2/13/2014	507	1015
2/14/2014	605	1328
2/15/2014	745	3323
2/16/2014	748	3967
2/17/2014	750	1642
2/18/2014	1736	1524
2/19/2014	2904	1713
2/20/2014	3115	1361
2/21/2014	2579	2164
2/22/2014	1996	2135
2/23/2014	1995	1184
2/24/2014	2252	664
2/25/2014	2464	338
2/26/2014	1751	697
2/27/2014	772	532
2/28/2014	626	423
3/1/2014	153	277
3/2/2014	153	277
3/3/2014	153	512
3/4/2014	130	501
3/5/2014	98	533
3/6/2014	284	787
3/7/2014	596	9010
3/8/2014	606	12219
3/9/2014	612	4439
3/10/2014	1581	1927
3/11/2014	3043	873
3/12/2014	3489	1406
3/13/2014	3813	359
3/14/2014	3795	375
3/15/2014	3778	589
3/16/2014	3758	379
3/17/2014	3742	1340
3/18/2014	3525	2913
3/19/2014	3192	2385
3/20/2014	2695	1843
3/21/2014	1705	956
3/22/2014	1026	825
3/23/2014	1026	690
3/24/2014	681	429
3/25/2014	330	966
3/26/2014	331	324
3/27/2014	330	131
3/28/2014	330	647
3/29/2014	331	1383
3/30/2014	332	1837
3/31/2014	687	949
4/1/2014	1199	397
4/2/2014	1198	455
4/3/2014	1196	262
4/4/2014	711	451
4/5/2014	301	362
4/6/2014	301	23
4/7/2014	301	5417
4/8/2014	1260	8132
4/9/2014	2499	2145
4/10/2014	2826	820
4/11/2014	3121	641
4/12/2014	3109	585
4/13/2014	2907	257
4/14/2014	1877	630
4/15/2014	683	3114
4/16/2014	899	1951
4/17/2014	1386	982
4/18/2014	1470	912
4/19/2014	1370	1840
4/20/2014	1370	1414
4/21/2014	1370	904
4/22/2014	1669	670
4/23/2014	1797	562
4/24/2014	877	312
4/25/2014	284	2266
4/26/2014	212	2194
4/27/2014	213	800
4/28/2014	601	593
4/29/2014	798	723
4/30/2014	332	1515
5/1/2014	784	1906
5/2/2014	1433	707
5/3/2014	1720	450
5/4/2014	1717	320
5/5/2014	1238	172
5/6/2014	783	313
5/7/2014	729	225
5/8/2014	476	176
5/9/2014	330	99
5/10/2014	289	220
5/11/2014	241	183
5/12/2014	241	119
5/13/2014	241	8
5/14/2014	240	244
5/15/2014	186	6046
5/16/2014	404	26142
5/17/2014	1091	4887
5/18/2014	1906	1249
5/19/2014	2438	647
5/20/2014	2718	403
5/21/2014	2711	616
5/22/2014	2703	324
5/23/2014	2694	320
5/24/2014	2685	113
5/25/2014	2676	169
5/26/2014	2667	188
5/27/2014	2658	507
5/28/2014	2649	242
5/29/2014	2298	184
5/30/2014	1292	370
5/31/2014	687	19
6/1/2014	686	85
6/2/2014	685	49
6/3/2014	733	152
6/4/2014	800	265
6/5/2014	800	146
6/6/2014	798	87
6/7/2014	798	240
6/8/2014	797	51
6/9/2014	357	490
6/10/2014	97	26
6/11/2014	97	357
6/12/2014	97	164
6/13/2014	97	661
6/14/2014	98	97
6/15/2014	97	212
6/16/2014	97	31
6/17/2014	97	16
6/18/2014	97	21
6/19/2014	97	287
6/20/2014	97	475
6/21/2014	97	260
6/22/2014	97	91
6/23/2014	97	152
6/24/2014	97	89
6/25/2014	97	108
6/26/2014	97	36
6/27/2014	97	105
6/28/2014	97	219
6/29/2014	97	150
6/30/2014	97	35
7/1/2014	97	72
7/2/2014	97	205
7/3/2014	97	723
7/4/2014	97	509
7/5/2014	97	277
7/6/2014	97	232
7/7/2014	97	57
7/8/2014	97	145
7/9/2014	97	324
7/10/2014	97	244
7/11/2014	97	151
7/12/2014	97	127
7/13/2014	97	139
7/14/2014	97	116
7/15/2014	97	3071
7/16/2014	97	601
7/17/2014	97	159
7/18/2014	97	150
7/19/2014	97	96
7/20/2014	97	24
7/21/2014	97	539
7/22/2014	97	88
7/23/2014	97	163
7/24/2014	97	782
7/25/2014	97	406
7/26/2014	97	100
7/27/2014	97	457
7/28/2014	97	101
7/29/2014	97	274
7/30/2014	97	87
7/31/2014	97	36
8/1/2014	97	1161
8/2/2014	97	1099
8/3/2014	97	335
8/4/2014	97	222
8/5/2014	97	29
8/6/2014	97	10
8/7/2014	97	14
8/8/2014	97	76
8/9/2014	97	476
8/10/2014	97	891
8/11/2014	98	226
8/12/2014	98	1030
8/13/2014	268	2388
8/14/2014	507	180
8/15/2014	604	58
8/16/2014	741	13
8/17/2014	741	56
8/18/2014	446	311
8/19/2014	153	229
8/20/2014	153	340
8/21/2014	130	7
8/22/2014	97	13
8/23/2014	97	153
8/24/2014	97	91
8/25/2014	97	82
8/26/2014	97	15
8/27/2014	97	90
8/28/2014	97	77
8/29/2014	97	212
8/30/2014	97	88
8/31/2014	97	150
9/1/2014	97	38
9/2/2014	97	147
9/3/2014	97	105
9/4/2014	97	1058
9/5/2014	97	99
9/6/2014	97	28
9/7/2014	97	75
9/8/2014	97	972
9/9/2014	97	347
9/10/2014	97	90
9/11/2014	97	351
9/12/2014	97	345
9/13/2014	233	421
9/14/2014	97	465
9/15/2014	97	91
9/16/2014	97	34
9/17/2014	97	80
9/18/2014	97	153
9/19/2014	97	37
9/20/2014	97	23
9/21/2014	97	88
9/22/2014	97	87
9/23/2014	97	338
9/24/2014	97	4480
9/25/2014	98	1457
9/26/2014	98	102
9/27/2014	98	40
9/28/2014	98	40
9/29/2014	98	28
9/30/2014	98	82
10/1/2014	98	14
10/2/2014	97	19
10/3/2014	97	71
10/4/2014	97	230
10/5/2014	97	403
10/6/2014	97	266
10/7/2014	97	24
10/8/2014	97	149
10/9/2014	97	208
10/10/2014	97	4
10/11/2014	97	733
10/12/2014	97	24
10/13/2014	97	53
10/14/2014	97	102
10/15/2014	97	2845
10/16/2014	98	737
10/17/2014	98	167
10/18/2014	98	299
10/19/2014	98	160
10/20/2014	98	83
10/21/2014	98	282
10/22/2014	98	146
10/23/2014	98	21
10/24/2014	98	271
10/25/2014	97	22
10/26/2014	97	19
10/27/2014	97	93
10/28/2014	97	86
10/29/2014	97	350
10/30/2014	97	147
10/31/2014	97	171
11/1/2014	97	291
11/2/2014	97	85
11/3/2014	97	86
11/4/2014	97	25
11/5/2014	75	17
11/6/2014	62	116
11/7/2014	62	255
11/8/2014	62	114
11/9/2014	62	4
11/10/2014	62	4
11/11/2014	62	63
11/12/2014	62	123
11/13/2014	62	110
11/14/2014	62	186
11/15/2014	62	247
11/16/2014	62	66
11/17/2014	62	679
11/18/2014	62	313
11/19/2014	62	49
11/20/2014	62	57
11/21/2014	62	57
11/22/2014	62	120
11/23/2014	62	265
11/24/2014	62	1007
11/25/2014	62	111
11/26/2014	62	3951
11/27/2014	63	1967
11/28/2014	63	846
11/29/2014	63	519
11/30/2014	63	442
12/1/2014	294	164
12/2/2014	566	21
12/3/2014	566	299
12/4/2014	1131	60
12/5/2014	1090	44
12/6/2014	447	576
12/7/2014	447	376
12/8/2014	301	307
12/9/2014	98	524
12/10/2014	98	844
12/11/2014	98	687
12/12/2014	98	151
12/13/2014	98	367
12/14/2014	98	80
12/15/2014	185	122
12/16/2014	331	383
12/17/2014	331	102
12/18/2014	331	65
12/19/2014	330	70
12/20/2014	330	212
12/21/2014	330	86
12/22/2014	330	488
12/23/2014	330	704
12/24/2014	332	8758
12/25/2014	336	5426
12/26/2014	337	1441
12/27/2014	337	889
12/28/2014	337	521
12/29/2014	549	2262
12/30/2014	1557	1332
12/31/2014	2693	523
1/1/2015	3142	501
1/2/2015	2452	659
1/3/2015	2061	570
1/4/2015	1161	1161
1/5/2015	2052	63
1/6/2015	2047	246
1/7/2015	2192	462
1/8/2015	1490	125
1/9/2015	395	302
1/10/2015	153	159
1/11/2015	153	285
1/12/2015	154	3807
1/13/2015	154	3454
1/14/2015	378	1666
1/15/2015	961	962
1/16/2015	2061	487
1/17/2015	2791	527
1/18/2015	2783	1518
1/19/2015	2777	839
1/20/2015	1785	1028
1/21/2015	505	502
1/22/2015	505	386
1/23/2015	367	999
1/24/2015	242	2435
1/25/2015	242	1901
1/26/2015	862	1262
1/27/2015	1543	857
1/28/2015	1537	209
1/29/2015	1537	209
1/30/2015	1107	596
1/31/2015	505	163
2/1/2015	505	198
2/2/2015	505	1053
2/3/2015	505	127
2/4/2015	402	530
2/5/2015	153	407
2/6/2015	153	90
2/7/2015	153	279
2/8/2015	153	90
2/9/2015	153	752
2/10/2015	153	1845
2/11/2015	1291	1477
2/12/2015	2079	1545
2/13/2015	1133	74
2/14/2015	681	2026
2/15/2015	682	1111
2/16/2015	680	60
2/17/2015	680	729
2/18/2015	558	1189
2/19/2015	388	114
2/20/2015	388	309
2/21/2015	388	519
2/22/2015	388	581
2/23/2015	388	1019
2/24/2015	389	1084
2/25/2015	511	829
2/26/2015	682	1175
2/27/2015	896	901
2/28/2015	1194	793
3/1/2015	1194	2480
3/2/2015	1607	4324
3/3/2015	2776	4416
3/4/2015	3264	2259
3/5/2015	3262	5251
3/6/2015	3282	7080
3/7/2015	3286	2243
3/8/2015	3278	1422
3/9/2015	3267	884
3/10/2015	3254	576
3/11/2015	2155	1096
3/12/2015	1487	488
3/13/2015	1098	703
3/14/2015	739	738
3/15/2015	739	864
3/16/2015	739	720
3/17/2015	739	870
3/18/2015	500	58
3/19/2015	226	473
3/20/2015	153	1643
3/21/2015	153	1488
3/22/2015	154	752
3/23/2015	536	793
3/24/2015	1027	88
3/25/2015	1026	526
3/26/2015	1025	523
3/27/2015	1025	1156
3/28/2015	1025	1010
3/29/2015	1024	387
3/30/2015	742	781
3/31/2015	504	509
4/1/2015	504	302
4/2/2015	299	54
4/3/2015	127	555
4/4/2015	98	398
4/5/2015	97	34
4/6/2015	97	139
4/7/2015	97	478
4/8/2015	98	202
4/9/2015	98	728
4/10/2015	318	692
4/11/2015	505	260
4/12/2015	505	51
4/13/2015	505	241
4/14/2015	345	789
4/15/2015	211	216
4/16/2015	211	377
4/17/2015	211	404
4/18/2015	211	342
4/19/2015	211	655
4/20/2015	212	3423
4/21/2015	897	3880
4/22/2015	2005	1133
4/23/2015	2473	408
4/24/2015	1933	200
4/25/2015	1026	540
4/26/2015	825	359
4/27/2015	523	98
4/28/2015	389	366
4/29/2015	327	143
4/30/2015	241	605
5/1/2015	241	1888
5/2/2015	242	971
5/3/2015	242	442
5/4/2015	447	50
5/5/2015	683	278
5/6/2015	683	141
5/7/2015	491	164
5/8/2015	266	20
5/9/2015	211	28
5/10/2015	211	198
5/11/2015	211	197
5/12/2015	187	242
5/13/2015	153	32
5/14/2015	123	191
5/15/2015	97	39
5/16/2015	97	87
5/17/2015	97	101
5/18/2015	97	39
5/19/2015	97	101
5/20/2015	97	149
5/21/2015	97	415
5/22/2015	97	184
5/23/2015	97	23
5/24/2015	97	212
5/25/2015	97	26
5/26/2015	97	150
5/27/2015	97	306
5/28/2015	97	103
5/29/2015	97	156
5/30/2015	97	22
5/31/2015	97	71
6/1/2015	97	70
6/2/2015	97	209
6/3/2015	97	1114
6/4/2015	97	646
6/5/2015	97	100
6/6/2015	97	95
6/7/2015	97	77
6/8/2015	97	30
6/9/2015	97	346
6/10/2015	97	9
6/11/2015	97	21
6/12/2015	97	170
6/13/2015	97	44
6/14/2015	97	209
6/15/2015	97	75
6/16/2015	97	133
6/17/2015	97	564
6/18/2015	97	659
6/19/2015	97	1665
6/20/2015	97	88
6/21/2015	97	33
6/22/2015	97	152
6/23/2015	97	259
6/24/2015	97	143
6/25/2015	97	316
6/26/2015	97	292
6/27/2015	97	1294
6/28/2015	97	95
6/29/2015	97	92
6/30/2015	97	334
7/1/2015	97	485
7/2/2015	97	170
7/3/2015	97	415
7/4/2015	97	98
7/5/2015	97	144
7/6/2015	97	294
7/7/2015	97	211
7/8/2015	97	36
7/9/2015	97	78
7/10/2015	97	1
7/11/2015	97	32
7/12/2015	180	424
7/13/2015	172	685
7/14/2015	124	378
7/15/2015	124	247
7/16/2015	124	200
7/17/2015	124	27
7/18/2015	124	27
7/19/2015	124	363
7/20/2015	108	70
7/21/2015	97	284
7/22/2015	97	170
7/23/2015	97	1335
7/24/2015	97	37
7/25/2015	97	69
7/26/2015	97	19
7/27/2015	97	70
7/28/2015	97	128
7/29/2015	97	119
7/30/2015	109	118
7/31/2015	124	159
8/1/2015	123	138
8/2/2015	123	334
8/3/2015	123	87
8/4/2015	123	35
8/5/2015	123	31
8/6/2015	139	738
8/7/2015	134	15
8/8/2015	123	162
8/9/2015	123	279
8/10/2015	110	219
8/11/2015	96	461
8/12/2015	96	107
8/13/2015	96	58
8/14/2015	96	175
8/15/2015	96	130
8/16/2015	96	116
8/17/2015	96	61
8/18/2015	96	224
8/19/2015	96	270
8/20/2015	96	160
8/21/2015	96	106
8/22/2015	96	171
8/23/2015	96	197
8/24/2015	96	213
8/25/2015	95	101
8/26/2015	95	97
8/27/2015	95	167
8/28/2015	95	208
8/29/2015	95	58
8/30/2015	112	134
8/31/2015	107	985
9/1/2015	96	7
9/2/2015	96	45
9/3/2015	96	11
9/4/2015	95	57
9/5/2015	95	57
9/6/2015	95	3
9/7/2015	95	112
9/8/2015	95	113
9/9/2015	95	106
9/10/2015	95	277
9/11/2015	95	63
9/12/2015	95	60
9/13/2015	95	63
9/14/2015	95	220
9/15/2015	95	169
9/16/2015	95	28
9/17/2015	95	80
9/18/2015	95	64
9/19/2015	107	69
9/20/2015	121	45
9/21/2015	121	3
9/22/2015	121	60
9/23/2015	121	201
9/24/2015	121	83
9/25/2015	106	740
9/26/2015	94	487
9/27/2015	95	160
9/28/2015	95	159
9/29/2015	95	789
9/30/2015	95	540
10/1/2015	95	60
10/2/2015	95	1471
10/3/2015	96	6896
10/4/2015	97	4849
10/5/2015	97	1470
10/6/2015	97	542
10/7/2015	97	348
10/8/2015	97	99
10/9/2015	97	169
10/10/2015	97	99
10/11/2015	97	37
10/12/2015	97	37
10/13/2015	97	100
10/14/2015	97	42
10/15/2015	97	146
10/16/2015	97	43
10/17/2015	97	29
10/18/2015	97	151
10/19/2015	97	276
10/20/2015	97	18
10/21/2015	97	77
10/22/2015	97	49
10/23/2015	97	148
10/24/2015	97	13
10/25/2015	97	104
10/26/2015	97	131
10/27/2015	97	104
10/28/2015	97	689
10/29/2015	97	350
10/30/2015	97	193
10/31/2015	97	122
11/1/2015	97	185
11/2/2015	97	2534
11/3/2015	97	2547
11/4/2015	98	1013
11/5/2015	98	542
11/6/2015	98	295
11/7/2015	98	1673
11/8/2015	98	488
11/9/2015	98	3006
11/10/2015	306	7158
11/11/2015	515	2446
11/12/2015	1943	903
11/13/2015	3135	302
11/14/2015	3122	265
11/15/2015	3107	25
11/16/2015	3092	86
11/17/2015	1727	536
11/18/2015	504	3
11/19/2015	505	4867
11/20/2015	1346	6070
11/21/2015	2482	1400
11/22/2015	2477	749
11/23/2015	2469	144
11/24/2015	2460	235
11/25/2015	1335	394
11/26/2015	241	300
11/27/2015	241	202
11/28/2015	241	306
11/29/2015	241	180
11/30/2015	241	1182
12/1/2015	241	2223
12/2/2015	574	2346
12/3/2015	1776	1046
12/4/2015	1900	689
12/5/2015	1489	435
12/6/2015	1486	419
12/7/2015	1065	373
12/8/2015	417	288
12/9/2015	417	274
12/10/2015	306	378
12/11/2015	174	176
12/12/2015	97	210
12/13/2015	97	220
12/14/2015	97	220
12/15/2015	97	267
12/16/2015	97	152
12/17/2015	97	1958
12/18/2015	98	3418
12/19/2015	98	1223
12/20/2015	98	639
12/21/2015	1265	441
12/22/2015	2472	4721
12/23/2015	1742	21502
12/24/2015	639	23084
12/25/2015	352	4612
12/26/2015	352	1703
12/27/2015	353	1276
12/28/2015	1929	1012
12/29/2015	2961	2135
12/30/2015	2225	12376
12/31/2015	847	9826
1/1/2016	1839	2837
1/2/2016	4717	534
1/3/2016	6084	1428
1/4/2016	6051	509
1/5/2016	6016	405
1/6/2016	5980	726
1/7/2016	5391	1144
1/8/2016	4920	448
1/9/2016	4895	477
1/10/2016	4873	1192
1/11/2016	4724	535
1/12/2016	4495	455
1/13/2016	4325	358
1/14/2016	4014	371
1/15/2016	3674	540
1/16/2016	3128	573
1/17/2016	3116	593
1/18/2016	3104	438
1/19/2016	3091	206
1/20/2016	2115	419
1/21/2016	417	465
1/22/2016	417	1475
1/23/2016	418	371
1/24/2016	417	220
1/25/2016	417	649
1/26/2016	418	856
1/27/2016	418	2542
1/28/2016	1403	2843
1/29/2016	2150	1674
1/30/2016	2146	932
1/31/2016	2142	799
2/1/2016	1438	864
2/2/2016	964	453
2/3/2016	658	2833
2/4/2016	420	5393
2/5/2016	1136	2294
2/6/2016	2160	1141
2/7/2016	2156	939
2/8/2016	2151	621
2/9/2016	2146	530
2/10/2016	2141	416
2/11/2016	1106	218
2/12/2016	417	452
2/13/2016	417	420
2/14/2016	417	210
2/15/2016	417	531
2/16/2016	419	8215
2/17/2016	1359	5432
2/18/2016	2171	1542
2/19/2016	2704	816
2/20/2016	3112	713
2/21/2016	3099	621
2/22/2016	3087	862
2/23/2016	2458	2568
2/24/2016	1490	5810
2/25/2016	2072	7194
2/26/2016	3125	1998
2/27/2016	3117	1071
2/28/2016	3106	715
2/29/2016	3095	618
3/1/2016	1858	510
3/2/2016	682	1158
3/3/2016	681	428
3/4/2016	681	466
3/5/2016	681	555
3/6/2016	681	481
3/7/2016	681	487
3/8/2016	680	405
3/9/2016	490	366
3/10/2016	329	393
3/11/2016	329	266
3/12/2016	329	433
3/13/2016	329	782
3/14/2016	330	4457
3/15/2016	554	6278
3/16/2016	1090	1638
3/17/2016	1506	738
3/18/2016	1504	524
3/19/2016	1502	424
3/20/2016	1499	754
3/21/2016	1497	362
3/22/2016	1494	72
3/23/2016	1491	366
3/24/2016	1489	62
3/25/2016	981	913
3/26/2016	505	233
3/27/2016	505	753
3/28/2016	505	2804
3/29/2016	1416	1410
3/30/2016	2459	308
3/31/2016	1373	690
4/1/2016	504	1165
4/2/2016	505	1696
4/3/2016	506	484
4/4/2016	505	694
4/5/2016	505	123
4/6/2016	505	65
4/7/2016	505	736
4/8/2016	395	129
4/9/2016	241	426
4/10/2016	241	132
4/11/2016	241	154
4/12/2016	214	1338
4/13/2016	182	364
4/14/2016	204	201
4/15/2016	241	280
4/16/2016	241	314
4/17/2016	241	229
4/18/2016	241	159
4/19/2016	241	176
4/20/2016	241	5
4/21/2016	241	113
4/22/2016	241	867
4/23/2016	241	612
4/24/2016	241	225
4/25/2016	241	241
4/26/2016	241	174
4/27/2016	241	118
4/28/2016	241	681
4/29/2016	489	674
4/30/2016	782	274
5/1/2016	781	399
5/2/2016	614	241
5/3/2016	418	1840
5/4/2016	571	1928
5/5/2016	784	1971
5/6/2016	787	5542
5/7/2016	1253	3233
5/8/2016	1892	1050
5/9/2016	2164	866
5/10/2016	2159	446
5/11/2016	1716	639
5/12/2016	1314	597
5/13/2016	1148	564
5/14/2016	1146	1135
5/15/2016	1145	455
5/16/2016	1144	196
5/17/2016	1142	454
5/18/2016	1140	637
5/19/2016	890	384
5/20/2016	552	165
5/21/2016	300	1222
5/22/2016	300	801
5/23/2016	300	356
5/24/2016	300	357
5/25/2016	300	240
5/26/2016	214	91
5/27/2016	122	62
5/28/2016	97	225
5/29/2016	97	1206
5/30/2016	98	1102
5/31/2016	276	575
6/1/2016	505	382
6/2/2016	505	130
6/3/2016	351	281
6/4/2016	373	1254
6/5/2016	507	4347
6/6/2016	792	1437
6/7/2016	1290	1944
6/8/2016	2075	749
6/9/2016	2184	197
6/10/2016	1034	40
6/11/2016	506	186
6/12/2016	505	254
6/13/2016	395	228
6/14/2016	161	38
6/15/2016	98	119
6/16/2016	98	289
6/17/2016	98	351
6/18/2016	98	217
6/19/2016	97	25
6/20/2016	97	38
6/21/2016	89	30
6/22/2016	113	8
6/23/2016	125	502
6/24/2016	125	940
6/25/2016	125	189
6/26/2016	125	189
6/27/2016	125	70
6/28/2016	125	1665
6/29/2016	486	286
6/30/2016	1225	1351
7/1/2016	1238	475
7/2/2016	782	1223
7/3/2016	785	4711
7/4/2016	788	1978
7/5/2016	1495	1354
7/6/2016	2155	1360
7/7/2016	2409	753
7/8/2016	2131	475
7/9/2016	1146	1392
7/10/2016	1144	178
7/11/2016	812	315
7/12/2016	153	30
7/13/2016	153	1094
7/14/2016	704	647
7/15/2016	681	931
7/16/2016	682	3134
7/17/2016	688	5313
7/18/2016	1306	434
7/19/2016	2157	231
7/20/2016	2149	162
7/21/2016	1601	76
7/22/2016	439	66
7/23/2016	153	33
7/24/2016	153	83
7/25/2016	120	2
7/26/2016	97	55
7/27/2016	97	277
7/28/2016	97	37
7/29/2016	97	123
7/30/2016	97	87
7/31/2016	97	1351
8/1/2016	97	1038
8/2/2016	98	549
8/3/2016	310	377
8/4/2016	505	191
8/5/2016	457	831
8/6/2016	389	513
8/7/2016	389	262
8/8/2016	389	274
8/9/2016	321	85
8/10/2016	241	44
8/11/2016	169	110
8/12/2016	97	7
8/13/2016	97	14
8/14/2016	97	37
8/15/2016	97	88
8/16/2016	97	131
8/17/2016	97	256
8/18/2016	109	237
8/19/2016	147	218
8/20/2016	181	109
8/21/2016	143	144
8/22/2016	97	10
8/23/2016	129	245
8/24/2016	152	29
8/25/2016	152	14
8/26/2016	138	30
8/27/2016	124	168
8/28/2016	124	42
8/29/2016	124	60
8/30/2016	124	171
8/31/2016	124	219
9/1/2016	124	132
9/2/2016	109	597
9/3/2016	97	23
9/4/2016	97	73
9/5/2016	97	14
9/6/2016	97	45
9/7/2016	97	184
9/8/2016	97	131
9/9/2016	97	53
9/10/2016	96	132
9/11/2016	96	43
9/12/2016	96	132
9/13/2016	111	8
9/14/2016	156	119
9/15/2016	169	155
9/16/2016	151	49
9/17/2016	151	99
9/18/2016	151	275
9/19/2016	151	3548
9/20/2016	125	2041
9/21/2016	97	790
9/22/2016	97	297
9/23/2016	97	413
9/24/2016	97	225
9/25/2016	97	151
9/26/2016	97	224
9/27/2016	97	88
9/28/2016	97	350
9/29/2016	97	4422
9/30/2016	625	2149
10/1/2016	1492	1227
10/2/2016	1491	420
10/3/2016	1270	381
10/4/2016	734	172
10/5/2016	504	68
10/6/2016	233	48
10/7/2016	97	223
10/8/2016	98	19523
10/9/2016	102	30287
10/10/2016	104	2777
10/11/2016	104	1094
10/12/2016	104	673
10/13/2016	104	421
